"","Bifidobacterium","Adlercreutzia","Atopobium","Collinsella","Bacteroides","Barnesiella","Butyricimonas","Odoribacter","Parabacteroides","Paraprevotella","Prevotella","Saccharibacteria_genera_incertae_sedis","Chloroplast","Gemella","Granulicatella","Enterococcus","Lactobacillus","Lactococcus","Streptococcus","Clostridium_sensu_stricto","Anaerococcus","Parvimonas","Peptoniphilus","Anaerovorax","Anaerofustis","Eubacterium","Anaerostipes","Blautia","Clostridium_XlVa","Clostridium_XlVb","Howardella","Lachnoanaerobaculum","Lachnospiracea_incertae_sedis","Roseburia","Ruminococcus2","Syntrophococcus","Peptococcus","Clostridium_XI","Anaerofilum","Anaerotruncus","Butyricicoccus","Clostridium_IV","Ethanoligenens","Faecalibacterium","Flavonifractor","Oscillibacter","Pseudoflavonifractor","Ruminococcus","Subdoligranulum","Catenibacterium","Clostridium_XVIII","Coprobacillus","Erysipelotrichaceae_incertae_sedis","Holdemania","Turicibacter","Acidaminococcus","Phascolarctobacterium","Succinispira","Dialister","Veillonella","Clostridium_XIX","Fusobacterium","Acidovorax","Parasutterella","Sutterella","Desulfovibrio","Campylobacter","Citrobacter","Escherichia","Haemophilus","Akkermansia"
"N08",1,0,0,0,353,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,26,0,0,0,0,0,0,10,2,0,0,188,1,73,0,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
"F-036-C1A",0,0,0,0,3168,47,10,0,29,0,0,0,0,0,3,0,0,5,31,225,0,0,0,0,0,0,0,252,33,0,0,0,276,354,209,47,0,443,0,0,0,0,0,273,0,20,0,110,31,0,13,0,0,4,114,0,0,0,44,9,0,7,0,41,0,0,0,0,0,45,0
"F-050-C1A",8,0,0,0,629,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,159,27,4,0,0,280,126,151,84,0,46,0,6,9,4,0,383,8,113,8,122,15,0,0,3,0,3,0,0,0,0,32,0,0,0,0,16,0,0,0,0,0,0,9
"F-007C1A",0,0,0,0,1008,0,0,19,67,0,0,0,0,0,0,0,3,0,4,143,0,4,0,7,0,0,0,87,4,0,0,0,110,5,74,4,0,465,9,0,6,26,9,352,52,67,6,126,0,0,12,0,3,4,62,0,0,0,55,6,0,0,0,0,0,2,3,0,3,0,6
"F-024C2U",69,0,0,0,2086,0,0,0,173,0,0,0,0,0,0,0,0,0,40,1878,0,0,0,0,0,0,0,230,45,0,0,0,396,295,336,28,0,725,0,0,11,0,0,572,9,7,3,3,7,0,40,0,11,11,4,0,0,0,4,16,0,0,0,0,109,0,0,0,0,4,5
"F-009C1A",49,0,0,0,1995,0,0,13,107,0,3,0,0,0,0,0,0,4,26,48,0,0,0,0,4,0,0,52,4,0,0,0,115,70,146,8,0,521,8,0,14,5,0,375,36,0,0,364,8,0,0,0,3,4,8,0,0,0,5,0,0,0,0,16,0,0,0,0,0,3,0
"F-021C1A",5,0,0,0,2651,2,0,0,2,0,0,0,0,4,0,0,0,12,20,53,0,0,0,7,0,0,0,45,23,10,0,0,490,550,135,15,0,349,5,0,5,8,0,1410,9,106,0,150,57,0,94,3,3,33,39,0,0,0,65,0,0,0,0,22,0,0,0,0,0,0,0
"F066-C1A",17,0,0,0,426,62,6,0,83,13,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,33,9,0,7,0,98,24,11,11,0,244,11,0,3,31,0,121,11,421,0,128,40,0,4,0,2,8,9,46,0,0,158,0,0,0,0,2,5,36,0,0,0,0,8
"N11",176,5,7,26,263,0,0,0,0,0,0,2,15,4,0,4,0,5,3,0,0,0,0,0,0,0,12,0,44,0,0,0,464,0,111,14,0,325,3,0,0,205,0,83,14,52,2,9,15,0,33,47,5,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31
"F-012C1A",5,0,0,4,825,34,0,8,26,0,7,0,0,0,0,0,0,0,4,177,0,0,0,7,0,0,0,44,2,4,0,0,263,75,32,29,0,142,0,0,3,4,0,160,0,146,0,24,27,0,5,0,3,0,0,0,62,0,53,0,0,0,0,9,0,0,0,0,5,0,0
"F-025C1A",35,0,0,0,1416,0,0,0,129,0,2,0,0,0,0,0,0,0,64,132,4,0,13,4,0,0,0,167,68,0,0,0,494,49,233,55,6,94,5,0,10,4,0,412,35,26,0,126,22,0,9,0,12,25,24,0,14,0,13,10,0,0,0,93,0,0,47,0,3,2,0
"F-020C1A",45,0,0,0,1993,2,0,0,5,0,0,0,0,0,0,0,0,9,135,0,0,0,0,0,0,0,0,359,35,0,0,0,484,41,557,97,0,198,0,0,17,7,0,270,26,16,6,0,18,0,14,15,18,7,2,0,0,0,35,0,0,0,0,157,3,0,0,0,0,0,0
"F-042-C2U",44,0,0,17,1090,76,0,16,388,0,0,0,0,0,0,0,0,0,8,538,0,0,0,0,0,0,0,105,28,0,0,0,416,96,76,37,0,63,3,0,13,0,0,342,0,27,0,33,16,0,20,0,0,0,4,0,11,0,24,0,0,0,0,88,0,0,0,0,0,4,9
"F-034C1A",119,0,0,0,481,315,0,121,0,0,5,0,0,0,0,0,0,4,11,83,0,3,0,7,0,5,0,138,18,0,0,0,78,6,165,20,0,2135,13,6,0,12,0,23,33,113,0,414,76,0,22,0,35,8,42,148,3,19,0,0,0,0,0,24,0,0,0,0,0,0,0
"A01",109,0,0,0,454,0,0,0,15,0,0,0,0,2,10,0,9,0,31,0,0,0,0,12,0,0,2,241,13,0,0,0,28,0,0,0,0,631,0,1,14,2,0,424,10,4,2,70,43,0,37,1,0,1,80,0,0,0,28,2,0,0,0,249,0,0,0,0,0,3,1
"N15",1,0,0,0,644,0,0,0,39,121,37,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,8,0,0,58,10,0,0,0,0,0,0,1,3,0,765,11,21,2,0,15,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,39,7,0,0,0,0,6
"F-033C1A",62,0,0,0,1653,0,22,6,67,0,0,0,0,0,0,0,0,0,2,588,0,0,0,0,0,0,0,57,5,0,0,0,83,274,34,139,0,223,0,0,9,6,0,310,27,43,8,35,50,0,144,5,0,3,272,0,51,0,150,0,0,0,0,0,239,0,0,0,0,0,133
"F-035-C1A",8,5,0,0,2064,5,26,14,39,0,0,10,0,0,0,0,0,0,16,10,0,3,0,7,3,6,0,240,38,4,0,0,819,161,178,32,0,307,0,0,10,4,0,1064,38,58,16,296,0,0,188,0,6,14,31,2,143,0,6,0,0,0,0,0,6,0,0,0,0,0,9
"F-050-C2U",0,0,0,0,4,0,0,0,40,0,0,0,0,0,0,0,33,0,44,36,0,0,0,0,0,0,11,1372,45,0,0,0,94,218,0,126,0,362,17,0,5,0,0,0,91,34,2,0,0,0,99,4,116,6,181,0,0,0,5,10,0,0,0,2,0,0,4,0,18,39,0
"N07",25,0,0,0,240,9,0,7,40,0,19,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,66,0,0,0,0,0,0,7,2,28,0,117,6,116,12,24,7,343,0,0,0,4,0,0,320,0,0,0,0,0,0,0,271,0,0,0,0,0,0
"F-051-C2U",16,0,0,0,1798,7,7,0,2,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,119,24,0,0,0,222,256,295,86,0,475,0,0,3,0,0,1039,0,17,0,44,7,0,34,0,65,0,38,0,28,0,0,6,0,0,0,0,72,0,0,0,7,9,0
"F-016C1A",0,0,0,0,30,0,0,0,16,5,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,7,9,0,0,0,148,73,53,4,0,0,0,0,0,26,1,147,3,739,0,6,19,0,8,0,0,5,0,0,23,0,0,2,0,0,0,0,3,0,0,0,0,0,12
"N17",1,0,0,0,805,3,0,4,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,13,5,5,0,0,23,0,0,0,2,13,2,19,0,12,0,139,4,256,3,5,10,0,5,0,2,2,5,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,1
"F-018C2U",39,0,0,0,5940,0,0,9,81,0,0,0,0,0,0,0,0,0,128,140,0,0,0,0,0,7,0,96,20,0,0,0,188,137,215,32,0,215,0,0,7,0,0,391,0,70,20,0,9,0,39,0,0,0,17,0,33,0,0,0,0,0,0,9,0,0,0,0,0,10,0
"N09",7,0,0,0,154,0,0,0,0,2,8,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,3,0,0,2,1,0,32,44,22,0,0,655,0,0,5,0,0,542,4,32,0,17,14,0,2,0,1,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,1
"F-046-C1A",16,0,0,42,543,0,0,27,111,9,199,0,17,0,0,0,0,0,7,66,0,0,0,6,0,0,0,34,5,0,0,0,72,50,25,13,0,619,4,0,4,0,0,148,10,923,7,7,30,0,14,0,0,0,109,0,17,0,150,0,0,0,4,2,20,9,0,0,0,0,0
"F-040-C1A",14,0,0,0,485,0,0,0,843,0,282,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,31,11,0,0,0,48,3,139,2,0,236,0,0,0,161,0,211,8,19,10,0,6,108,12,0,61,0,10,0,0,0,0,0,0,0,0,0,63,0,0,0,3,0,20
"F-030C2U",30,0,0,0,2671,0,0,27,58,0,0,4,0,0,0,0,0,6,71,120,0,0,0,0,3,0,0,1067,78,8,0,0,251,37,368,4,0,661,27,0,8,0,0,145,10,24,15,0,19,0,164,0,7,9,0,0,33,0,3,0,0,0,0,5,3,0,5,0,0,0,0
"F-061-C1A",139,0,0,0,804,0,0,27,72,0,5,0,0,0,0,0,0,0,10,51,3,0,0,30,0,0,0,47,37,0,0,0,58,16,80,24,0,284,74,5,0,57,0,71,80,605,26,321,130,2,19,0,130,5,169,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,148
"F-058-C2U",0,0,0,3,463,0,0,27,79,0,0,0,0,0,0,0,2,2,16,16,0,0,0,0,0,0,0,44,25,3,0,0,163,115,17,48,0,66,2,0,30,32,0,562,14,40,3,42,36,0,6,3,4,5,15,0,18,0,0,0,0,0,0,6,33,0,0,0,2,5,0
"F-006C1A",14,0,0,13,247,50,0,27,78,0,0,0,0,0,0,0,0,0,32,7,0,0,0,6,0,0,0,71,8,0,0,0,82,4,121,11,0,47,7,0,3,12,0,127,21,50,3,260,19,0,4,5,5,0,4,0,15,0,2,0,0,0,0,4,5,0,0,0,2,0,20
"F-020C2U",3,0,0,0,198,0,0,9,37,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,17,134,4,0,0,283,1,27,3,0,0,4,0,0,4,0,1844,6,75,27,21,4,0,205,15,0,0,0,0,0,0,82,3,0,0,0,5,0,0,0,0,0,0,9
"F-013C1U",0,0,0,0,668,276,0,8,53,0,0,0,0,0,2,13,0,0,25,386,0,0,0,0,0,0,0,8,4,0,0,0,148,11,33,49,0,640,8,0,0,208,0,169,8,309,3,642,128,0,3,3,7,3,95,0,0,0,24,3,0,0,0,2,0,0,0,0,0,4,0
"F-002C2U",4,0,0,9,225,91,0,16,27,31,469,0,0,0,0,0,2,3,12,34,3,0,2,7,0,0,0,148,9,5,0,0,139,11,310,18,0,136,2,0,2,107,0,628,4,34,3,350,75,0,11,0,2,3,3,0,199,0,2,0,0,0,0,0,4,0,0,0,0,0,14
"A06",3,0,0,0,455,28,0,0,15,0,0,0,0,0,0,8,4,0,1,0,0,0,0,2,0,0,2,9,0,0,0,0,34,0,0,0,0,33,1,1,0,3,0,54,3,13,5,13,4,0,22,0,2,2,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"F-014C1A",91,0,0,0,1625,74,0,0,325,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,200,8,0,0,0,325,24,63,75,0,76,0,0,0,0,0,540,9,17,6,1493,0,0,0,0,3,0,7,0,53,0,0,0,0,0,0,9,0,0,0,0,0,3,0
"F-052-C1U",0,0,0,0,3597,0,0,41,121,0,0,0,0,0,0,0,0,4,49,4,0,0,0,5,3,0,0,336,39,0,0,0,416,36,518,132,0,876,17,0,4,3,3,602,23,37,9,10,0,0,105,0,7,7,0,0,79,0,0,4,0,0,0,34,0,0,0,0,0,3,20
"N10",11,0,0,0,105,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,1,1,0,139,153,0,0,0,10,0,1,4,2,1,390,4,128,2,43,8,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"F-008C1A",38,0,0,13,174,119,39,14,109,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22,11,0,0,0,6,41,12,106,0,4,0,0,12,6,0,269,7,114,0,1,0,0,2,0,0,3,21,0,0,0,24,0,0,0,0,29,0,0,0,0,2,2,72
"F-046-C2U",15,0,0,0,4561,17,3,127,68,0,0,0,0,0,3,0,0,5,18,235,0,0,0,5,0,0,0,70,12,0,0,0,328,50,171,65,0,1098,4,0,14,3,0,265,7,26,0,97,75,0,11,24,0,0,82,0,36,0,0,0,0,0,0,0,58,0,0,0,0,5,21
"A07",6,0,0,0,586,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,6,0,0,0,48,0,0,0,0,11,0,0,2,2,0,76,3,5,2,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"F-028C2U",70,0,0,0,2945,0,0,152,16,0,37,0,0,0,0,0,0,7,12,14,0,4,0,23,0,7,0,15,31,26,0,0,64,17,156,3,0,340,43,0,0,32,0,156,24,115,0,173,20,0,69,0,18,7,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"F-051-C1A",11,0,0,0,1156,20,2,30,37,0,1687,0,0,0,0,0,0,0,0,64,0,0,0,15,0,0,0,64,22,22,0,0,155,78,91,12,0,176,0,0,19,2,0,183,5,72,0,84,6,0,10,0,3,3,0,0,225,0,2,0,0,0,0,0,42,0,2,0,0,0,16
"F-055-C1U",23,0,0,0,2779,0,0,2,233,49,3044,0,0,0,0,0,24,12,9,0,0,0,0,0,0,0,0,162,38,12,5,0,127,4,102,7,0,116,0,0,3,0,0,41,0,10,0,0,7,638,3,0,59,0,15,0,39,0,3,0,0,0,0,3,162,0,0,0,0,0,0
"N01",1,0,0,0,606,0,3,4,47,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,60,3,0,0,0,7,0,1,3,1,0,467,1,62,2,9,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,12,0,0,0,0,9
"A04",3,0,0,0,534,7,0,6,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,3,3,0,0,26,25,0,0,0,0,0,0,8,3,0,155,1,163,3,73,3,0,1,0,0,1,0,0,0,0,16,0,0,0,0,8,0,3,0,0,0,0,2
"A12",1,0,0,24,625,0,0,0,32,0,0,0,0,0,3,0,0,0,4,0,0,0,0,15,0,0,0,84,122,0,0,17,291,17,83,0,10,320,4,15,13,103,0,161,18,12,3,641,100,0,34,0,10,8,11,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,221
"F-056-C1A",25,0,0,0,1454,0,0,56,16,0,0,0,0,0,0,0,0,0,0,53,0,22,0,8,0,0,0,15,381,0,0,0,10,0,34,4,0,981,5,7,0,33,0,49,67,168,0,289,0,0,6,83,9,0,27,0,23,0,10,0,0,0,0,5,0,0,0,0,38,0,0
"F-049-C1U",10,0,0,0,328,0,2,43,110,12,104,0,0,0,0,0,11,0,2,29,0,0,0,11,0,0,0,62,15,8,10,0,91,57,51,20,0,159,0,0,0,27,0,392,0,134,0,41,6,636,2,0,245,0,49,0,0,4,0,0,0,0,0,7,18,0,2,0,15,0,0
