,Bifidobacterium,Adlercreutzia,Atopobium,Collinsella,Bacteroides,Barnesiella,Butyricimonas,Odoribacter,Parabacteroides,Paraprevotella,Prevotella,Saccharibacteria_genera_incertae_sedis,Chloroplast,Gemella,Granulicatella,Enterococcus,Lactobacillus,Lactococcus,Streptococcus,Clostridium_sensu_stricto,Anaerococcus,Parvimonas,Peptoniphilus,Anaerovorax,Anaerofustis,Eubacterium,Anaerostipes,Blautia,Clostridium_XlVa,Clostridium_XlVb,Howardella,Lachnoanaerobaculum,Lachnospiracea_incertae_sedis,Roseburia,Ruminococcus2,Syntrophococcus,Peptococcus,Clostridium_XI,Anaerofilum,Anaerotruncus,Butyricicoccus,Clostridium_IV,Ethanoligenens,Faecalibacterium,Flavonifractor,Oscillibacter,Pseudoflavonifractor,Ruminococcus,Subdoligranulum,Catenibacterium,Clostridium_XVIII,Coprobacillus,Erysipelotrichaceae_incertae_sedis,Holdemania,Turicibacter,Acidaminococcus,Phascolarctobacterium,Succinispira,Dialister,Veillonella,Clostridium_XIX,Fusobacterium,Acidovorax,Parasutterella,Sutterella,Desulfovibrio,Campylobacter,Citrobacter,Escherichia,Haemophilus,Akkermansia
N08,8,0,0,0,14,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,16,0,12,0,0,0,0,0,0,26,3,0,0,326,4,225,0,1,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
F-036-C1A,0,0,0,0,4238,28,5,0,19,0,0,0,0,0,1,0,0,2,16,122,0,0,0,0,0,0,0,169,19,0,0,0,168,198,130,26,0,359,0,0,0,0,0,115,0,7,0,76,5,0,5,0,0,1,66,0,0,0,22,3,0,3,0,18,0,0,0,0,0,23,0
F-050-C1A,2,0,0,0,1184,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,138,20,1,0,0,222,92,123,62,0,47,0,1,4,2,0,210,2,52,3,113,3,0,0,1,0,1,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,2
F-007C1A,0,0,0,0,1591,0,0,12,51,0,0,0,0,0,0,0,1,0,2,88,0,1,0,2,0,0,0,67,2,0,0,0,76,3,52,2,0,439,4,0,2,14,4,168,13,27,2,101,0,0,5,0,1,1,41,0,0,0,32,2,0,0,0,0,0,1,1,0,1,0,1
F-024C2U,19,0,0,0,3541,0,0,0,143,0,0,0,0,0,0,0,0,0,26,1249,0,0,0,0,0,0,0,190,32,0,0,0,296,203,258,19,0,725,0,0,5,0,0,296,2,3,1,2,1,0,20,0,6,4,2,0,0,0,2,7,0,0,0,0,62,0,0,0,0,2,1
F-009C1A,11,0,0,0,2738,0,0,7,73,0,1,0,0,0,0,0,0,2,14,26,0,0,0,0,1,0,0,36,2,0,0,0,71,40,92,4,0,435,3,0,5,2,0,160,8,0,0,265,1,0,0,0,1,1,4,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0
F-021C1A,1,0,0,0,4148,1,0,0,1,0,0,0,0,1,0,0,0,7,12,33,0,0,0,2,0,0,0,36,15,3,0,0,343,354,96,9,0,325,2,0,2,4,0,680,2,44,0,120,11,0,44,1,1,12,25,0,0,0,38,0,0,0,0,11,0,0,0,0,0,0,0
F066-C1A,5,0,0,0,866,54,4,0,78,10,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,31,7,0,2,0,83,19,9,8,0,282,6,0,1,21,0,71,3,201,0,128,9,0,2,0,1,3,7,34,0,0,117,0,0,0,0,1,3,28,0,0,0,0,2
N11,1050,3,2,32,2,0,0,0,0,0,0,2,4,2,0,1,0,1,1,0,0,0,0,0,0,0,5,0,10,0,0,0,111,0,3,1,0,23,3,0,0,78,0,70,59,67,1,1,119,0,34,39,3,51,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,227
F-012C1A,1,0,0,1,1333,24,0,5,20,0,4,0,0,0,0,0,0,0,2,113,0,0,0,2,0,0,0,35,1,1,0,0,188,49,23,19,0,135,0,0,1,2,0,79,0,60,0,19,5,0,2,0,1,0,0,0,26,0,32,0,0,0,0,4,0,0,0,0,2,0,0
F-025C1A,9,0,0,0,2287,0,0,0,102,0,1,0,0,0,0,0,0,0,41,84,1,0,6,1,0,0,0,131,46,0,0,0,352,32,171,36,2,87,2,0,4,2,0,203,9,11,0,104,4,0,4,0,6,9,16,0,6,0,7,4,0,0,0,48,0,0,27,0,1,1,0
F-020C1A,11,0,0,0,2958,1,0,0,3,0,0,0,0,0,0,0,0,5,82,0,0,0,0,0,0,0,0,259,22,0,0,0,321,25,382,60,0,173,0,0,7,3,0,124,6,6,2,0,3,0,6,6,9,2,1,0,0,0,19,0,0,0,0,76,1,0,0,0,0,0,0
F-042-C2U,12,0,0,6,1865,58,0,11,327,0,0,0,0,0,0,0,0,0,5,363,0,0,0,0,0,0,0,88,20,0,0,0,314,67,58,26,0,61,1,0,6,0,0,179,0,12,0,28,3,0,10,0,0,0,2,0,5,0,15,0,0,0,0,48,0,0,0,0,0,2,2
F-034C1A,33,0,0,0,966,250,0,89,0,0,3,0,0,0,0,0,0,2,7,57,0,1,0,2,0,1,0,118,13,0,0,0,60,4,130,14,0,2292,7,1,0,7,0,12,9,51,0,377,16,0,11,0,21,3,30,99,1,6,0,0,0,0,0,13,0,0,0,0,0,0,0
A01,853,0,0,0,7,0,0,0,3,0,0,0,0,2,7,0,6,0,14,0,0,0,0,22,0,0,1,26,4,0,0,0,9,0,0,0,0,55,0,1,22,1,0,514,59,6,2,12,504,0,55,1,0,1,20,0,0,0,18,6,0,0,0,293,0,0,0,0,0,2,4
N15,3,0,0,0,19,0,0,0,10,70,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,19,0,0,24,4,0,0,0,0,0,0,2,2,0,1156,82,46,3,0,225,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,45,4,0,0,0,0,63
F-033C1A,17,0,0,0,2787,0,14,4,55,0,0,0,0,0,0,0,0,0,1,390,0,0,0,0,0,0,0,48,3,0,0,0,62,188,25,97,0,220,0,0,4,3,0,160,7,19,3,29,10,0,72,2,0,1,197,0,23,0,96,0,0,0,0,0,134,0,0,0,0,0,30
F-035-C1A,2,1,0,0,3406,3,16,9,31,0,0,4,0,0,0,0,0,0,10,6,0,1,0,2,1,1,0,192,26,1,0,0,594,108,132,21,0,297,0,0,4,2,0,533,10,25,6,251,0,0,92,0,3,5,21,1,62,0,3,0,0,0,0,0,3,0,0,0,0,0,2
F-050-C2U,0,0,0,0,16,0,0,0,45,0,0,0,0,0,0,0,25,0,40,32,0,0,0,0,0,0,2,1425,43,0,0,0,95,202,0,119,0,495,12,0,3,0,0,0,34,20,1,0,0,0,67,2,98,3,178,0,0,0,4,6,0,0,0,1,0,0,3,0,12,33,0
N07,120,0,0,0,2,2,0,1,6,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,16,0,0,0,0,0,0,6,2,13,0,103,24,171,15,3,53,17,0,0,0,7,0,0,913,0,0,0,0,0,0,0,194,0,0,0,0,0,0
F-051-C2U,4,0,0,0,2831,4,4,0,1,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,94,16,0,0,0,158,167,215,57,0,451,0,0,1,0,0,509,0,7,0,35,1,0,16,0,37,0,25,0,12,0,0,2,0,0,0,0,39,0,0,0,3,5,0
F-016C1A,0,0,0,0,123,0,0,0,25,6,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,11,11,0,0,0,205,93,76,5,0,0,0,0,0,30,1,141,1,559,0,9,7,0,7,0,0,3,0,0,19,0,0,1,0,0,0,0,3,0,0,0,0,0,5
N17,6,0,0,0,33,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,1,2,13,0,0,10,0,0,0,1,2,3,45,0,10,0,230,29,786,6,1,155,0,10,0,2,8,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,3
F-018C2U,8,0,0,0,6899,0,0,4,49,0,0,0,0,0,0,0,0,0,64,69,0,0,0,0,0,1,0,60,10,0,0,0,104,70,121,16,0,153,0,0,2,0,0,150,0,23,6,0,1,0,14,0,0,0,8,0,11,0,0,0,0,0,0,3,0,0,0,0,0,4,0
N09,65,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,8,0,2,0,0,2,0,0,6,1,0,15,22,1,0,0,77,0,0,12,0,0,946,31,87,0,4,238,0,4,0,1,0,1,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,7
F-046-C1A,5,0,0,18,1170,0,0,22,109,7,160,0,21,0,0,0,0,0,5,52,0,0,0,2,0,0,0,34,4,0,0,0,64,41,22,10,0,754,2,0,2,0,0,91,3,455,3,6,7,0,8,0,0,0,93,0,9,0,115,0,0,0,3,1,13,7,0,0,0,0,0
F-040-C1A,4,0,0,0,950,0,0,0,756,0,206,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,28,8,0,0,0,38,2,114,1,0,255,0,0,0,108,0,117,2,9,4,0,1,95,6,0,40,0,7,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,5
F-030C2U,7,0,0,0,3786,0,0,16,41,0,0,1,0,0,0,0,0,3,41,69,0,0,0,0,1,0,0,731,48,2,0,0,162,22,244,2,0,570,12,0,3,0,0,65,2,9,5,0,3,0,71,0,3,3,0,0,13,0,1,0,0,0,0,2,1,0,2,0,0,0,0
F-061-C1A,43,0,0,0,1649,0,0,22,70,0,3,0,0,0,0,0,0,0,7,40,1,0,0,12,0,0,0,46,31,0,0,0,51,13,71,19,0,336,47,1,0,41,0,43,26,298,11,334,31,1,11,0,95,2,144,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,38
F-058-C2U,0,0,0,1,908,0,0,22,75,0,0,0,0,0,0,0,1,1,12,12,0,0,0,0,0,0,0,41,20,1,0,0,139,90,14,38,0,73,1,0,16,22,0,330,4,20,1,41,8,0,3,1,2,2,12,0,9,0,0,0,0,0,0,3,21,0,0,0,1,3,0
F-006C1A,4,0,0,5,499,42,0,21,72,0,0,0,0,0,0,0,0,0,24,5,0,0,0,2,0,0,0,64,6,0,0,0,68,3,104,8,0,51,4,0,1,8,0,73,6,24,1,261,4,0,2,2,3,0,3,0,7,0,1,0,0,0,0,2,3,0,0,0,1,0,5
F-020C2U,1,0,0,0,593,0,0,9,47,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,22,151,2,0,0,329,1,31,3,0,0,3,0,0,3,0,1469,2,51,15,27,1,0,160,11,0,0,0,0,0,0,82,2,0,0,0,4,0,0,0,0,0,0,3
F-013C1U,0,0,0,0,1304,231,0,6,47,0,0,0,0,0,1,6,0,0,18,280,0,0,0,0,0,0,0,7,3,0,0,0,120,8,27,37,0,704,4,0,0,141,0,95,2,144,1,629,28,0,1,1,4,1,74,0,0,0,16,1,0,0,0,1,0,0,0,0,0,2,0
F-002C2U,1,0,0,4,579,91,0,15,29,28,424,0,0,0,0,0,1,2,10,30,1,0,1,3,0,0,0,159,8,2,0,0,137,10,317,16,0,177,1,0,1,88,0,428,1,20,1,416,20,0,7,0,1,1,2,0,113,0,1,0,0,0,0,0,3,0,0,0,0,0,4
A06,29,0,0,0,29,13,0,0,6,0,0,0,0,0,0,8,4,0,1,0,0,0,0,6,0,0,2,1,0,0,0,0,22,0,0,0,0,6,2,1,0,4,0,126,37,51,20,4,94,0,63,0,2,14,0,0,199,0,0,0,0,0,0,2,0,0,0,0,0,0,1
F-014C1A,23,0,0,0,2593,51,0,0,250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153,5,0,0,0,225,15,44,48,0,68,0,0,0,0,0,258,2,7,2,1251,0,0,0,0,1,0,4,0,22,0,0,0,0,0,0,4,0,0,0,0,0,1,0
F-052-C1U,0,0,0,0,4915,0,0,24,84,0,0,0,0,0,0,0,0,2,27,2,0,0,0,1,1,0,0,232,23,0,0,0,262,21,335,77,0,737,7,0,1,1,1,262,5,14,3,6,0,0,44,0,3,2,0,0,30,0,0,1,0,0,0,15,0,0,0,0,0,1,4
N10,77,0,0,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,50,59,0,0,0,1,0,1,7,1,1,503,25,287,3,7,99,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2
F-008C1A,13,0,0,6,425,123,33,13,121,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,24,10,0,0,0,6,37,12,99,0,4,0,0,7,4,0,184,2,64,0,1,0,0,1,0,0,1,20,0,0,0,20,0,0,0,0,21,0,0,0,0,1,1,20
F-046-C2U,3,0,0,0,5740,9,1,71,44,0,0,0,0,0,1,0,0,2,9,123,0,0,0,1,0,0,0,47,6,0,0,0,193,27,102,35,0,863,1,0,5,1,0,108,1,9,0,64,12,0,4,9,0,0,45,0,13,0,0,0,0,0,0,0,26,0,0,0,0,2,4
A07,115,0,0,0,70,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,10,0,5,0,0,0,47,0,0,0,0,3,0,0,8,3,0,264,47,27,9,0,94,0,0,1,0,0,0,0,55,0,0,0,0,0,1,9,0,0,0,0,0,0,0
F-028C2U,15,0,0,0,3716,0,0,86,10,0,19,0,0,0,0,0,0,3,6,7,0,1,0,6,0,1,0,10,17,7,0,0,38,9,94,1,0,266,18,0,0,15,0,64,5,40,0,119,3,0,27,0,8,2,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
F-051-C1A,3,0,0,0,2097,15,1,22,32,0,1221,0,0,0,0,0,0,0,0,44,0,0,0,5,0,0,0,56,16,8,0,0,121,56,72,8,0,182,0,0,9,1,0,99,1,33,0,75,1,0,5,0,1,1,0,0,102,0,1,0,0,0,0,0,25,0,1,0,0,0,4
F-055-C1U,6,0,0,0,4388,0,0,1,183,32,1983,0,0,0,0,0,12,7,5,0,0,0,0,0,0,0,0,128,25,4,1,0,90,2,73,4,0,105,0,0,1,0,0,20,0,4,0,0,1,505,1,0,33,0,9,0,17,0,1,0,0,0,0,1,87,0,0,0,0,0,0
N01,9,0,0,0,24,0,2,1,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,29,1,0,0,0,1,0,1,6,1,0,818,10,183,3,2,68,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,8,0,0,0,0,125
A04,21,0,0,0,22,3,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,10,0,0,13,13,0,0,0,0,0,0,19,3,0,283,10,555,7,16,49,0,1,0,0,2,0,0,0,0,14,0,0,0,0,15,0,2,0,0,0,0,17
A12,2,0,0,24,5,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,4,24,0,0,5,60,3,2,0,3,20,3,13,12,38,0,118,66,11,2,56,726,0,31,0,5,12,2,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1749
F-056-C1A,6,0,0,0,2178,0,0,35,11,0,0,0,0,0,0,0,0,0,0,31,0,8,0,2,0,0,0,11,242,0,0,0,6,0,22,2,0,885,2,1,0,17,0,22,16,64,0,223,0,0,2,35,4,0,16,0,9,0,5,0,0,0,0,2,0,0,0,0,17,0,0
F-049-C1U,3,0,0,0,723,0,1,36,109,10,83,0,0,0,0,0,7,0,1,23,0,0,0,4,0,0,0,61,12,3,3,0,81,47,46,16,0,188,0,0,0,19,0,241,0,69,0,42,1,631,1,0,186,0,41,0,0,1,0,0,0,0,0,4,12,0,1,0,9,0,0
